Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,0.770244,0.773742,0.769527,0.770262,0.770262,0
2020-12-01,0.769776,0.772636,0.769776,0.769704,0.769704,0
2020-12-02,0.773108,0.774180,0.771706,0.773216,0.773216,0
2020-12-03,0.774168,0.777122,0.772774,0.774162,0.774162,0
2020-12-04,0.777200,0.781861,0.776832,0.777327,0.777327,0
2020-12-07,0.782387,0.782718,0.779302,0.782497,0.782497,0
2020-12-08,0.781024,0.783110,0.780281,0.781128,0.781128,0
2020-12-09,0.780305,0.783012,0.780189,0.780262,0.780262,0
2020-12-10,0.779727,0.786893,0.779666,0.779764,0.779764,0
2020-12-11,0.784886,0.786225,0.781739,0.784979,0.784979,0
2020-12-14,0.784258,0.786151,0.781922,0.784277,0.784277,0
2020-12-15,0.783681,0.785608,0.783018,0.783681,0.783681,0
2020-12-16,0.787464,0.787960,0.783533,0.787426,0.787426,0
2020-12-17,0.784548,0.787997,0.784388,0.784498,0.784498,0
2020-12-18,0.785429,0.785731,0.782191,0.785484,0.785484,0
2020-12-21,0.780652,0.781006,0.772016,0.780604,0.780604,0
2020-12-22,0.778016,0.778452,0.773192,0.778016,0.778016,0
2020-12-23,0.775555,0.778816,0.774443,0.775597,0.775597,0
2020-12-24,0.778695,0.780043,0.778022,0.778483,0.778483,0
2020-12-25,0.777563,0.786733,0.774413,0.778319,0.778319,0
2020-12-28,0.779047,0.780396,0.776681,0.778840,0.778840,0
2020-12-29,0.778634,0.782350,0.778634,0.778816,0.778816,0
2020-12-30,0.779861,0.784363,0.779648,0.779903,0.779903,0
2020-12-31,0.784277,0.786528,0.783939,0.784271,0.784271,0
2021-01-01,0.809723,0.809723,0.785608,0.809723,0.809723,0
2021-01-04,0.785941,0.789702,0.782112,0.786034,0.786034,0
2021-01-05,0.782473,0.787402,0.781959,0.782411,0.782411,0
2021-01-06,0.788868,0.791766,0.786250,0.788973,0.788973,0
2021-01-07,0.789472,0.789640,0.785379,0.789553,0.789553,0
2021-01-08,0.788308,0.789952,0.786201,0.788407,0.788407,0
