Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,1.554030,1.555330,1.548670,1.554100,1.554100,0
2020-12-01,1.550740,1.561370,1.549400,1.550830,1.550830,0
2020-12-02,1.561100,1.565980,1.557600,1.561160,1.561160,0
2020-12-03,1.564630,1.570700,1.564000,1.564830,1.564830,0
2020-12-04,1.562560,1.566170,1.553050,1.562430,1.562430,0
2020-12-07,1.549090,1.556390,1.548830,1.548980,1.548980,0
2020-12-08,1.550400,1.552280,1.548120,1.550730,1.550730,0
2020-12-09,1.551890,1.553960,1.544310,1.551840,1.551840,0
2020-12-10,1.549000,1.549680,1.540380,1.548800,1.548800,0
2020-12-11,1.547140,1.549530,1.544520,1.547040,1.547040,0
2020-12-14,1.547060,1.553190,1.546200,1.547010,1.547010,0
2020-12-15,1.550140,1.551810,1.545600,1.550090,1.550090,0
2020-12-16,1.543330,1.556420,1.543000,1.543480,1.543480,0
2020-12-17,1.554570,1.559270,1.552800,1.554400,1.554400,0
2020-12-18,1.561140,1.564290,1.559800,1.561090,1.561090,0
2020-12-21,1.564010,1.573670,1.563710,1.564880,1.564880,0
2020-12-22,1.572100,1.578360,1.571180,1.572530,1.572530,0
2020-12-23,1.571030,1.571880,1.565470,1.571080,1.571080,0
2020-12-24,1.566110,1.568560,1.561960,1.565920,1.565920,0
2020-12-25,1.566320,1.574700,1.556920,1.565560,1.565560,0
2020-12-28,1.566880,1.573060,1.565500,1.566980,1.566980,0
2020-12-29,1.569000,1.571570,1.566450,1.569210,1.569210,0
2020-12-30,1.571110,1.573770,1.566270,1.570690,1.570690,0
2020-12-31,1.568100,1.568610,1.556920,1.568180,1.568180,0
2021-01-01,1.526090,1.554300,1.509120,1.526090,1.526090,0
2021-01-04,1.558420,1.566740,1.555100,1.558430,1.558430,0
2021-01-05,1.565860,1.566540,1.561180,1.565700,1.565700,0
2021-01-06,1.558950,1.565600,1.557200,1.558930,1.558930,0
2021-01-07,1.562690,1.563690,1.557700,1.562730,1.562730,0
2021-01-08,1.556220,1.557990,1.550640,1.556210,1.556210,0
2021-01-11,1.550910,1.558950,1.550100,1.551340,1.551340,0
2021-01-12,1.553200,1.553690,1.548520,1.553250,1.553250,0
2021-01-13,1.551490,1.553510,1.545160,1.551390,1.551390,0
2021-01-14,1.544260,1.544440,1.533300,1.544230,1.544230,0
2021-01-15,1.536780,1.543050,1.535800,1.536300,1.536300,0
2021-01-18,1.540830,1.544770,1.540000,1.540360,1.540360,0
2021-01-19,1.539820,1.547760,1.538000,1.539760,1.539760,0
2021-01-20,1.544340,1.545110,1.526850,1.544290,1.544290,0
2021-01-21,1.529760,1.535180,1.528500,1.529730,1.529730,0
2021-01-22,1.538740,1.549620,1.538370,1.538640,1.538640,0
2021-01-25,1.548130,1.548730,1.543110,1.548210,1.548210,0
2021-01-26,1.546660,1.549590,1.543530,1.546730,1.546730,0
2021-01-27,1.543640,1.547200,1.541800,1.543820,1.543820,0
2021-01-28,1.551190,1.559270,1.549720,1.551240,1.551240,0
2021-01-29,1.554980,1.557970,1.547300,1.554500,1.554500,0
2021-02-01,1.551630,1.551870,1.545660,1.552020,1.552020,0
2021-02-02,1.550530,1.551290,1.540210,1.550260,1.550260,0
2021-02-03,1.539110,1.539990,1.534710,1.539180,1.539180,0
2021-02-04,1.539540,1.539650,1.531900,1.539260,1.539260,0
2021-02-05,1.534660,1.538520,1.531290,1.534440,1.534440,0
2021-02-08,1.537350,1.538420,1.535300,1.537150,1.537150,0
2021-02-09,1.535240,1.543620,1.534800,1.535120,1.535120,0
2021-02-10,1.538510,1.541200,1.537430,1.538450,1.538450,0
2021-02-11,1.538360,1.539950,1.536700,1.538460,1.538460,0
2021-02-12,1.540510,1.544180,1.538600,1.540650,1.540650,0
2021-02-15,1.537880,1.538260,1.532070,1.537400,1.537400,0
2021-02-16,1.533030,1.537710,1.531150,1.532970,1.532970,0
2021-02-17,1.536410,1.536940,1.529400,1.536840,1.536840,0
2021-02-18,1.529590,1.536480,1.528100,1.529810,1.529810,0
2021-02-19,1.533270,1.537390,1.528210,1.533350,1.533350,0
2021-02-22,1.527540,1.535020,1.526220,1.527690,1.527690,0
2021-02-23,1.533960,1.534750,1.529890,1.533990,1.533990,0
2021-02-24,1.530000,1.530450,1.521000,1.530210,1.530210,0
2021-02-25,1.522700,1.531990,1.521200,1.522560,1.522560,0
2021-02-26,1.533510,1.537310,1.529140,1.533380,1.533380,0
2021-03-01,1.535050,1.535760,1.522700,1.534760,1.534760,0
2021-03-02,1.523100,1.525560,1.520070,1.523100,1.523100,0
2021-03-03,1.526970,1.527350,1.522250,1.527060,1.527060,0
2021-03-04,1.526850,1.526850,1.515100,1.526880,1.526880,0
2021-03-05,1.517130,1.517650,1.508200,1.516700,1.516700,0
2021-03-08,1.506260,1.507610,1.500800,1.506360,1.506360,0
2021-03-09,1.499800,1.505110,1.498610,1.500080,1.500080,0
2021-03-10,1.504390,1.506250,1.502410,1.504030,1.504030,0
2021-03-11,1.505050,1.506530,1.502320,1.504860,1.504860,0
2021-03-12,1.501800,1.501800,1.490180,1.501200,1.501200,0
2021-03-15,1.490030,1.491360,1.484030,1.489960,1.489960,0
2021-03-16,1.487600,1.490160,1.480900,1.487500,1.487500,0
2021-03-17,1.480930,1.487030,1.480700,1.480840,1.480840,0
2021-03-18,1.484370,1.484770,1.480300,1.484650,1.484650,0
2021-03-19,1.488980,1.490500,1.483900,1.488640,1.488640,0
2021-03-22,1.488190,1.495390,1.484730,1.488030,1.488030,0
2021-03-23,1.493990,1.497230,1.489290,1.494120,1.494120,0
2021-03-24,1.490500,1.492610,1.484070,1.490640,1.490640,0
2021-03-25,1.485860,1.489620,1.482480,1.485760,1.485760,0
2021-03-26,1.484070,1.484560,1.480190,1.484050,1.484050,0
2021-03-29,1.483320,1.487020,1.480800,1.483330,1.483330,0
2021-03-30,1.481700,1.482990,1.476890,1.481300,1.481300,0
2021-03-31,1.479460,1.479930,1.472940,1.479200,1.479200,0
2021-04-01,1.473410,1.479650,1.472700,1.473040,1.473040,0
2021-04-02,1.477200,1.480270,1.474800,1.477400,1.477400,0
2021-04-05,1.478670,1.479960,1.473900,1.478200,1.478200,0
